emp_no,first_name,last_name,dept_name,from_date,to_date
440437,Tonia,Milicia,Quality Management,1994-11-15,9999-01-01
440441,Katsuo,Cusworth,Research,1999-04-26,9999-01-01
440445,Honglan,Kilgore,Production,1999-02-14,9999-01-01
440453,Elvis,Grandbois,Production,1998-06-08,9999-01-01
440456,Valter,Tchuente,Quality Management,1985-09-24,9999-01-01
440461,Bader,Stenning,Customer Service,1988-11-25,9999-01-01
440462,Unal,Lukaszewicz,Sales,1996-04-04,9999-01-01
440465,Heeju,Magalhaes,Development,1996-12-16,9999-01-01
440477,Akemi,Unni,Sales,1992-04-07,9999-01-01
440478,Kamakshi,Haumacher,Sales,1992-06-12,9999-01-01
440486,Keiichiro,Fortenbacher,Development,1992-06-18,9999-01-01
440501,Magy,Swan,Development,1995-07-04,9999-01-01
440506,Lene,Swan,Quality Management,1991-08-11,9999-01-01
440507,Ramalingam,Yamaashi,Quality Management,1985-03-09,9999-01-01
440509,Beshir,Hoogerwoord,Production,1997-02-22,9999-01-01
440518,Kensei,Claffy,Customer Service,1997-05-29,9999-01-01
440520,Berna,Sidje,Production,1999-09-28,9999-01-01
440523,Sanjai,Kuszyk,Customer Service,1985-07-25,9999-01-01
440528,Mohd,Mondadori,Production,1989-11-28,9999-01-01
440530,Morris,Linares,Production,1999-01-26,9999-01-01
440531,Goa,Kuhnemann,Production,1994-07-16,9999-01-01
440534,Paris,Parveen,Development,1993-10-06,9999-01-01
440537,Oldrich,Versino,Marketing,1997-11-28,9999-01-01
440538,Mark,Kroha,Finance,1996-01-06,9999-01-01
440539,Nahum,Pettis,Production,1985-11-16,9999-01-01
440541,Subbu,Goodrum,Development,1992-08-06,9999-01-01
440546,Takushi,Selvestrel,Development,1999-12-01,9999-01-01
440548,Szabolcs,Eastman,Development,1986-01-02,9999-01-01
440549,Dietrich,Eldridge,Development,1986-04-17,9999-01-01
440551,Unal,Frolund,Production,1996-01-25,9999-01-01
440560,Junichi,Mayerwieser,Sales,1986-02-24,9999-01-01
440568,Fumiya,Perly,Production,1997-03-03,9999-01-01
440573,Kenton,Lubachevsky,Development,1989-12-28,9999-01-01
440582,Elliott,Kawashima,Customer Service,1991-01-26,9999-01-01
440584,Izaskun,Maccarone,Development,1991-05-09,9999-01-01
440587,Lijia,Flasterstein,Development,1986-06-30,9999-01-01
440588,Kien,Schmittgen,Research,1990-08-10,9999-01-01
440590,Nadjib,Baez,Customer Service,1998-04-26,9999-01-01
440598,Dmitry,Kawashima,Development,1998-02-21,9999-01-01
440608,Kiyokazu,Kragelund,Sales,1988-03-14,9999-01-01
440614,Naftali,McConalogue,Production,1986-05-09,9999-01-01
440617,Tsvetan,Khamsi,Development,1991-06-16,9999-01-01
440619,Tzvetan,Lamba,Production,1999-02-09,9999-01-01
440624,Nikolaus,Vesna,Sales,1998-01-25,9999-01-01
440630,Berhard,Bernick,Sales,1996-02-25,9999-01-01
440633,Rosita,Rattan,Development,1996-10-09,9999-01-01
440640,Xiaoqiang,Vieri,Sales,1987-01-20,9999-01-01
440641,Sajjan,Lyonns,Quality Management,1999-03-29,9999-01-01
440646,Lalit,Vernadat,Production,1994-07-04,9999-01-01
440649,Leaf,Legleitner,Production,1986-08-23,9999-01-01
440652,Nahum,Garnier,Development,1988-12-05,9999-01-01
440653,Chenye,Denis,Marketing,1997-07-30,9999-01-01
440654,Kaijung,Berztiss,Development,1995-09-17,9999-01-01
440664,Mingsen,Neimat,Development,1992-07-09,9999-01-01
440667,Martina,Rissanen,Production,1988-12-16,9999-01-01
440668,Tokuyasu,Plotkin,Quality Management,2000-09-01,9999-01-01
440674,Mikhail,Pollacia,Human Resources,1992-06-25,9999-01-01
440681,Phillip,Schusler,Customer Service,1987-12-12,9999-01-01
440686,Kendra,Guardalben,Production,1998-11-24,9999-01-01
440689,Subhash,Maierhofer,Quality Management,1991-09-21,9999-01-01
440690,Arch,Cmelik,Human Resources,1994-05-20,9999-01-01
440691,Pintsang,Bolotov,Production,1995-02-10,9999-01-01
440696,Kazuhiro,Shanbhogue,Development,1996-01-22,9999-01-01
440697,Xiaocheng,Greenaway,Production,1993-02-09,9999-01-01
440698,Karsten,Stenning,Development,1999-07-23,9999-01-01
440699,Lucian,Rettelbach,Customer Service,1986-02-01,9999-01-01
440704,Shigehiro,Bernatsky,Production,1996-08-13,9999-01-01
440707,Xiaocheng,Dalphin,Human Resources,1998-06-25,9999-01-01
440709,Khedija,Yeung,Human Resources,1997-11-11,9999-01-01
440714,Duro,Rosay,Development,1987-10-16,9999-01-01
440722,Mototsugu,Heystek,Development,1992-09-09,9999-01-01
440734,Yuping,Schaar,Human Resources,1994-09-26,9999-01-01
440738,Marko,Hoogerwoord,Human Resources,1998-12-07,9999-01-01
440740,Kinh,Kamber,Customer Service,1998-05-21,9999-01-01
440743,Georgy,Oberman,Research,1993-12-19,9999-01-01
440745,Mona,Pappas,Finance,1997-06-01,9999-01-01
440746,Anneli,Ramsay,Production,1986-03-22,9999-01-01
440748,Herb,Plessier,Quality Management,1994-12-23,9999-01-01
440754,Adil,Bernatsky,Quality Management,1991-09-15,9999-01-01
440761,Marl,Munke,Development,1991-08-26,9999-01-01
440763,Siddarth,Heystek,Sales,1987-07-15,9999-01-01
440764,Kankanahalli,Maquelin,Sales,1999-10-03,9999-01-01
440767,Adly,Narahari,Quality Management,2000-11-07,9999-01-01
440774,Youjian,Nastansky,Quality Management,1993-05-19,9999-01-01
440776,Leon,Zedlitz,Customer Service,1989-04-11,9999-01-01
440778,Berry,Genin,Production,1990-11-09,9999-01-01
440783,Heon,Hiraishi,Customer Service,1991-08-10,9999-01-01
440784,Subhada,Wolniewicz,Development,2001-04-22,9999-01-01
440788,Zita,Mawatari,Development,1993-06-21,9999-01-01
440789,Izaskun,Roohalamini,Research,1986-02-02,9999-01-01
440794,Emdad,Dalphin,Development,1993-08-11,9999-01-01
440795,Malu,Hemaspaandra,Development,1997-08-13,9999-01-01
440798,Sanjai,Isaac,Production,1995-03-06,9999-01-01
440804,Fumiko,Harllee,Sales,1987-01-05,9999-01-01
440811,Mohammed,Slaats,Development,1995-03-03,9999-01-01
440812,Yechiam,Baer,Development,1990-10-05,9999-01-01
440814,Uzi,Taneja,Marketing,1987-10-20,9999-01-01
440817,Hidde,Francisci,Development,1998-08-07,9999-01-01
440820,Mircea,Uhrik,Human Resources,1999-09-24,9999-01-01
440821,Guoxiang,Veevers,Production,1987-04-10,9999-01-01
440832,Abdulla,Guardalben,Marketing,2001-04-17,9999-01-01
440833,Etsuo,Siochi,Development,1992-03-05,9999-01-01
440834,Taiji,Marakhovsky,Human Resources,1992-11-11,9999-01-01
440841,Elzbieta,Isard,Customer Service,1989-01-12,9999-01-01
440848,Fen,Kropp,Research,1992-07-24,9999-01-01
440850,Utz,Langford,Quality Management,1991-04-05,9999-01-01
440853,Sivanarayana,Usery,Sales,2001-02-01,9999-01-01
440854,Goetz,Veldwijk,Production,1997-06-26,9999-01-01
440872,Vishwani,Nourani,Development,1985-03-05,9999-01-01
440873,Baruch,Marletta,Finance,1998-03-25,9999-01-01
440877,Kerryn,Kuhnemann,Sales,1990-05-04,9999-01-01
440878,Tonny,Akazan,Development,1992-03-28,9999-01-01
440882,Sverrir,Kushnir,Production,1996-09-28,9999-01-01
440883,Caolyn,Szemeredi,Research,1994-03-23,9999-01-01
440889,Cathie,Murrill,Sales,1999-05-11,9999-01-01
440895,Godehard,Redmiles,Sales,1989-07-12,9999-01-01
440901,Qiwen,Pintelas,Production,1993-09-17,9999-01-01
440902,Satyanarayana,Ermel,Production,1996-10-13,9999-01-01
440904,Eran,Vickson,Sales,1985-04-13,9999-01-01
440907,Toshiki,Prochazka,Production,1990-02-20,9999-01-01
440914,Jaihie,Griswold,Research,1991-09-14,9999-01-01
440917,Zorica,Cummings,Production,1992-08-22,9999-01-01
440928,Tua,Thorelli,Development,1999-04-14,9999-01-01
440931,Yinghua,Dratva,Sales,1986-01-07,9999-01-01
440933,Xiadong,Kavanagh,Development,1991-12-21,9999-01-01
440948,Renny,Siepmann,Sales,1992-10-08,9999-01-01
440956,Herbert,Wossner,Customer Service,1994-04-25,9999-01-01
440960,Moty,Zirintsis,Development,1988-11-19,9999-01-01
440962,Angus,Stanfel,Development,1993-10-21,9999-01-01
440966,Hairong,Fontet,Marketing,1990-09-23,9999-01-01
440973,Moti,Fargier,Sales,1989-10-19,9999-01-01
440978,Faiza,Braunschweig,Quality Management,1999-12-10,9999-01-01
440979,Dante,Rosay,Development,1986-03-20,9999-01-01
440981,Tomoyuki,Foong,Production,1998-03-16,9999-01-01
440989,Maia,Cincotta,Development,1993-07-24,9999-01-01
440996,Xuejia,Rouquie,Production,1990-03-24,9999-01-01
441007,Rosli,Nitta,Production,1990-11-15,9999-01-01
441008,Dines,Weiland,Production,1997-08-14,9999-01-01
441013,Satoru,Rande,Sales,1994-02-18,9999-01-01
441014,Sandeepan,Lunt,Development,1996-02-17,9999-01-01
441018,Bodh,Khalil,Sales,1996-09-28,9999-01-01
441022,Rajmohan,Argence,Customer Service,1999-04-18,9999-01-01
441026,Takahito,Perna,Human Resources,1991-09-09,9999-01-01
441027,Duangkaew,Rajaraman,Human Resources,1997-08-22,9999-01-01
441028,Bernd,Krychniak,Development,1992-05-28,9999-01-01
441029,Mooi,Schnabel,Customer Service,1986-03-25,9999-01-01
441031,Stevo,Vandervoorde,Development,1995-04-28,9999-01-01
441033,Tremaine,Chartres,Production,1995-09-28,9999-01-01
441036,Aruna,Ernst,Research,1991-11-17,9999-01-01
441044,Randi,Erman,Production,1992-04-18,9999-01-01
441045,Sanjiv,Siksek,Customer Service,1999-07-01,9999-01-01
441051,Florina,Dymetman,Development,1995-12-09,9999-01-01
441052,Martien,Menhardt,Research,1986-06-20,9999-01-01
441059,Perla,Borstler,Development,1986-04-21,9999-01-01
441061,Ramalingam,Klyachko,Sales,1990-07-04,9999-01-01
441070,Luigi,Harllee,Human Resources,1993-07-11,9999-01-01
441075,Heejo,Bresenham,Development,1991-04-18,9999-01-01
441084,True,Garnham,Research,1995-12-28,9999-01-01
441086,Jaideep,Anger,Production,1987-12-07,9999-01-01
441091,Muneo,Ghelli,Production,1986-06-01,9999-01-01
441092,Raimond,Peres,Development,1986-09-24,9999-01-01
441100,Peternela,Litvinov,Quality Management,1999-10-30,9999-01-01
441103,Hongzhu,Norsworthy,Development,1992-01-25,9999-01-01
441104,Adit,Krzyzanowski,Production,1987-07-29,9999-01-01
441105,Amabile,Picci,Sales,1988-01-10,9999-01-01
441106,Hilari,Rohrbach,Production,1988-02-27,9999-01-01
441107,Anoosh,Maraist,Development,1992-08-20,9999-01-01
441117,Xiahua,Mondadori,Development,1987-02-21,9999-01-01
441118,Shridhar,Juneja,Production,1992-07-03,9999-01-01
441127,Manu,Legleitner,Development,1996-08-17,9999-01-01
441131,Mandell,Covnot,Production,1986-01-10,9999-01-01
441132,Claude,Jansen,Development,1995-09-05,9999-01-01
441134,Insup,Bennet,Finance,1985-09-25,9999-01-01
441137,Sanjit,Rajala,Customer Service,1991-08-26,9999-01-01
441144,Muneo,Bolsens,Development,1985-12-27,9999-01-01
441151,Constantijn,Welham,Human Resources,1999-03-19,9999-01-01
441154,Lansing,Syang,Production,1987-01-15,9999-01-01
441157,Barna,Tiemann,Customer Service,1987-06-10,9999-01-01
441163,Shunichi,Turnbull,Human Resources,1987-08-09,9999-01-01
441174,Barun,Stille,Customer Service,1997-08-11,9999-01-01
441179,Tommaso,Sgarro,Sales,1988-01-17,9999-01-01
441182,Mayumi,Benantar,Development,1991-11-08,9999-01-01
441184,Hein,Kadhim,Development,1996-02-05,9999-01-01
441188,Kwee,Zaumen,Development,1988-04-19,9999-01-01
441190,Yuuichi,Dulay,Development,1987-10-03,9999-01-01
441200,Keung,Uhrig,Sales,1996-05-15,9999-01-01
441201,Slavian,Kampfer,Development,1992-04-04,9999-01-01
441208,Nitsan,Murrill,Development,1989-03-20,9999-01-01
441228,Kazuhiko,Winter,Sales,1985-07-20,9999-01-01
441229,Nobuyoshi,Rosis,Marketing,1987-09-25,9999-01-01
441232,Chiradeep,Gerteisen,Development,1998-12-04,9999-01-01
441240,Shounak,Nicolson,Development,1988-09-23,9999-01-01
441243,Boutros,Rijsenbrij,Development,1990-03-09,9999-01-01
441251,Chiranjit,Mullainathan,Production,1999-01-01,9999-01-01
441258,Leon,Swen,Customer Service,1994-08-03,9999-01-01
441263,Vivian,Coullard,Research,1998-06-25,9999-01-01
441264,Chenye,Chinal,Quality Management,1997-06-28,9999-01-01
441267,Zita,Hebden,Human Resources,1985-02-23,9999-01-01
441269,Arne,Hempstead,Customer Service,1985-09-13,9999-01-01
441271,Mads,Esposito,Production,1992-12-28,9999-01-01
441278,Chandrasekaran,Wallrath,Production,1987-07-25,9999-01-01
441287,Reinhard,Asmuth,Development,1996-01-02,9999-01-01
441293,Soenke,Backhouse,Production,1994-04-07,9999-01-01
441305,Toshimitsu,Thimonier,Development,1993-07-01,9999-01-01
441308,Sastry,Sankaranarayanan,Human Resources,1997-03-31,9999-01-01
441309,Arco,Trystram,Production,1986-12-15,9999-01-01
441313,Gio,Kroha,Marketing,1990-07-11,9999-01-01
441324,Ranan,Genther,Development,1993-05-28,9999-01-01
441326,Rimli,Raczkowsky,Sales,1997-10-25,9999-01-01
441332,Sverrir,Bruckman,Production,1986-02-07,9999-01-01
441333,Horward,Randi,Development,1985-06-09,9999-01-01
441338,Maria,Thebaut,Sales,1990-10-23,9999-01-01
441339,Barna,Bolotov,Sales,1990-08-11,9999-01-01
441343,Yuping,Jiang,Production,1987-12-30,9999-01-01
441346,Arvin,Birge,Sales,1997-05-19,9999-01-01
441349,Oscar,Merlo,Sales,1988-04-29,9999-01-01
441352,Christoper,Menyhert,Marketing,1991-01-10,9999-01-01
441361,Kasturi,Pollock,Production,1994-12-12,9999-01-01
441363,Wayne,Baalen,Research,1989-04-10,9999-01-01
441364,Weidon,Kilgore,Research,1989-01-11,9999-01-01
441366,Mabo,Azumi,Sales,1996-01-17,9999-01-01
441371,Vidya,Leppanen,Sales,1986-05-14,9999-01-01
441373,Marjo,Marquardt,Research,1991-02-08,9999-01-01
441379,Adib,Tsukune,Human Resources,1990-06-13,9999-01-01
441388,Sham,Kroft,Human Resources,1992-08-25,9999-01-01
441391,Xiping,Coney,Research,1990-09-04,9999-01-01
441398,Chiradeep,Eiter,Human Resources,1992-09-08,9999-01-01
441402,Etsuo,Yetto,Development,1992-07-11,9999-01-01
441407,Atreyi,Roohalamini,Development,1998-10-14,9999-01-01
441410,Alexius,Miyakawa,Production,1999-10-07,9999-01-01
441412,Mitchel,Luft,Production,1999-03-23,9999-01-01
441421,Giao,Rosiles,Development,1996-08-20,9999-01-01
441425,Niteen,Famili,Development,1985-09-19,9999-01-01
441429,Ewing,Akaboshi,Marketing,1989-02-13,9999-01-01
441443,Tsvetan,Assaf,Sales,1992-03-29,9999-01-01
441444,Khoa,Mikschl,Production,1989-06-02,9999-01-01
441449,Kiyokazu,Lally,Production,1992-12-21,9999-01-01
441451,Fabrizio,Marletta,Development,1986-03-27,9999-01-01
441453,Zhensheng,Kitai,Development,1994-04-09,9999-01-01
441459,Rosine,Schauser,Research,1992-04-16,9999-01-01
441461,Mang,Nations,Production,1986-09-12,9999-01-01
441477,Kerryn,Sevcikova,Sales,1987-01-09,9999-01-01
441478,Mats,Camarinopoulos,Development,1999-05-30,9999-01-01
441483,Mingsen,Marchesini,Quality Management,1998-11-17,9999-01-01
441487,Przemyslawa,Dulli,Development,1987-12-04,9999-01-01
441489,Jamaludin,Menhardt,Customer Service,2000-02-24,9999-01-01
441493,Ger,Menhardt,Quality Management,1998-01-30,9999-01-01
441495,Marie,Feldmann,Development,1999-09-23,9999-01-01
441506,Kwun,Underwood,Production,1985-02-08,9999-01-01
441515,Fox,Hasenauer,Quality Management,1987-10-15,9999-01-01
441516,Sanjai,Nitsch,Research,1998-03-07,9999-01-01
441517,Christophe,Gischer,Production,1991-04-16,9999-01-01
441520,Shounak,Suermann,Research,1988-06-12,9999-01-01
441526,Joydip,Hitomi,Customer Service,1991-04-05,9999-01-01
441529,Kazuhiko,Tasistro,Production,1997-08-05,9999-01-01
441531,Heekeun,Chandrasekhar,Production,1989-05-16,9999-01-01
441537,Gianluca,Escriba,Sales,1998-10-10,9999-01-01
441538,Douadi,Zaumen,Quality Management,1999-10-19,9999-01-01
441560,Marl,Takanami,Quality Management,1997-01-31,9999-01-01
441561,Arif,Driscoll,Development,1996-04-02,9999-01-01
441566,Kankanahalli,Androutsos,Production,1993-08-21,9999-01-01
441567,Zhenhua,Fraisse,Sales,1998-06-05,9999-01-01
441570,Sangeeta,Knightly,Sales,1995-04-05,9999-01-01
441573,Bartek,Masada,Finance,1998-07-11,9999-01-01
441582,Munehiko,Schauser,Production,1988-11-06,9999-01-01
441597,Kwun,Luca,Production,1994-10-31,9999-01-01
441598,Jingling,Siepmann,Sales,1998-07-26,9999-01-01
441604,Cullen,Suwa,Development,1996-09-23,9999-01-01
441606,Naftali,Sidhu,Development,1998-07-14,9999-01-01
441607,Susanna,Zumaque,Sales,1998-07-15,9999-01-01
441609,Martins,Swiss,Development,1985-04-11,9999-01-01
441611,Paris,Besselaar,Human Resources,1992-12-29,9999-01-01
441612,Hugo,Vural,Sales,1994-10-07,9999-01-01
441622,Suzette,Lamma,Research,1996-08-22,9999-01-01
441623,Chikako,Maccarone,Human Resources,1998-04-13,9999-01-01
441624,Kwangsub,Glowinski,Sales,1994-12-08,9999-01-01
441626,Mohan,Pellegrinelli,Sales,1992-11-17,9999-01-01
441628,Lubomir,Bazelow,Sales,1989-01-07,9999-01-01
441635,Jinya,Perez,Production,1998-02-23,9999-01-01
441636,Volkmar,Gecsel,Production,1995-06-09,9999-01-01
441645,Kamran,Stille,Marketing,1996-06-14,9999-01-01
441650,Taegyun,Schmittgen,Quality Management,1998-05-08,9999-01-01
441653,Moto,Kaminger,Development,1991-09-25,9999-01-01
441655,Nimmagadda,Buescher,Customer Service,1997-10-22,9999-01-01
441656,Elvis,Muntz,Customer Service,1995-04-14,9999-01-01
441666,Mohammed,Jullig,Human Resources,1986-11-06,9999-01-01
441668,Huiqun,Crelier,Development,1987-11-12,9999-01-01
441669,Raimond,Chimia,Sales,1988-04-03,9999-01-01
441672,Inderjeet,Rabehasaina,Sales,1988-06-15,9999-01-01
441673,Owen,Kushnir,Sales,1990-04-27,9999-01-01
441674,Jiong,Heusch,Human Resources,1994-01-23,9999-01-01
441675,Berthier,Demir,Development,1996-09-07,9999-01-01
441677,Beshir,Chenney,Sales,1992-05-26,9999-01-01
441680,Pranas,Paciorek,Production,1994-09-02,9999-01-01
441683,Sanjai,Andreotta,Sales,1989-03-18,9999-01-01
441687,Becky,Dusink,Production,1995-08-07,9999-01-01
441688,Jayesh,Schwaller,Sales,1999-11-10,9999-01-01
441690,Tse,Bain,Development,1995-05-12,9999-01-01
441691,Uri,Oehlmann,Customer Service,1987-02-07,9999-01-01
441693,Christ,Snyers,Human Resources,1990-07-23,9999-01-01
441696,Steen,Xiaoshan,Development,1990-06-10,9999-01-01
441698,Reinhard,Halloran,Development,1988-08-13,9999-01-01
441703,Ortrud,Figueira,Development,1989-06-08,9999-01-01
441708,Shaibal,Keirsey,Development,1989-01-09,9999-01-01
441713,Sugwoo,Karcich,Development,1998-10-01,9999-01-01
441714,Hisao,Cooke,Sales,1992-03-25,9999-01-01
441715,Mana,Luft,Development,1994-12-31,9999-01-01
441719,Doowon,Slaats,Customer Service,1997-09-23,9999-01-01
441723,Houman,Granlund,Production,1988-07-19,9999-01-01
441727,Leen,Mapelli,Production,1990-07-07,9999-01-01
441728,Jaques,Chinin,Quality Management,2001-03-20,9999-01-01
441731,Lenore,Roisin,Research,1993-09-25,9999-01-01
441734,Constantijn,Hofman,Development,1997-04-16,9999-01-01
441736,Shigehiro,Borstler,Production,1997-08-24,9999-01-01
441737,Sverrir,Coombs,Quality Management,1992-09-10,9999-01-01
441738,Huei,Ramsak,Production,1990-09-12,9999-01-01
441757,Basil,Pargaonkar,Sales,1993-08-30,9999-01-01
441762,Mircea,Delaune,Sales,1995-11-11,9999-01-01
441771,Leucio,Kaelbling,Customer Service,1989-11-21,9999-01-01
441773,Shigenori,Cesareni,Sales,1988-07-29,9999-01-01
441774,Duri,Randi,Customer Service,1995-06-10,9999-01-01
441776,Weiye,Trachtenberg,Production,1996-05-30,9999-01-01
441784,Vasilii,Peroz,Development,1995-06-27,9999-01-01
441785,Aria,Bruckman,Development,1995-05-22,9999-01-01
441793,Isamu,Bodoff,Marketing,1998-06-03,9999-01-01
441805,Debaprosad,Peng,Finance,1993-04-07,9999-01-01
441806,Girolamo,Luders,Quality Management,1990-10-27,9999-01-01
441811,Salvador,Lichtner,Sales,1998-08-15,9999-01-01
441819,Slavian,Kampfer,Marketing,1998-02-11,9999-01-01
441826,Leandro,Einsfeld,Customer Service,1996-10-16,9999-01-01
441836,Mayuri,Francisci,Sales,1989-05-24,9999-01-01
441837,Byong,Suppi,Human Resources,1995-07-28,9999-01-01
441839,Froduald,Christ,Sales,1986-02-15,9999-01-01
441842,Freyja,Olivero,Development,1999-10-19,9999-01-01
441844,Toshimitsu,Lieblein,Finance,1990-01-17,9999-01-01
441845,Slavian,Merli,Production,1998-03-31,9999-01-01
441850,Woody,Stifter,Production,1999-12-30,9999-01-01
441856,Przemyslawa,Dulay,Development,2000-04-14,9999-01-01
441857,Woody,Oberman,Marketing,1990-12-07,9999-01-01
441861,Mantis,Gihr,Sales,1998-09-27,9999-01-01
441866,Kerhong,Garnham,Quality Management,1997-02-10,9999-01-01
441870,Chiradeep,Hasham,Development,1999-04-02,9999-01-01
441873,Georg,Perri,Sales,1986-09-07,9999-01-01
441874,Volkmar,Guerreiro,Sales,1994-02-16,9999-01-01
441880,Xiping,Mikschl,Development,1994-03-06,9999-01-01
441882,Izaskun,Garnier,Production,1989-04-17,9999-01-01
441885,Weiwu,Llado,Customer Service,1998-09-16,9999-01-01
441892,Ronnie,Lorcy,Human Resources,1995-01-25,9999-01-01
441899,Shuichi,Schaaf,Human Resources,1991-02-06,9999-01-01
441904,Rosalyn,Sambasivam,Customer Service,1999-10-21,9999-01-01
441909,Kendra,Goodrum,Production,1998-12-18,9999-01-01
441911,Susuma,Zweizig,Marketing,1987-01-29,9999-01-01
441915,Temple,Lichtner,Quality Management,1990-09-25,9999-01-01
441917,Chinho,Benaini,Production,1994-02-23,9999-01-01
441918,Bluma,Rettelbach,Finance,1987-12-01,9999-01-01
441921,Jeanne,Hatcliff,Production,1988-12-31,9999-01-01
441925,Kinh,Kusakabe,Production,1985-12-12,9999-01-01
441927,Diederik,Oxman,Production,1986-01-06,9999-01-01
441929,Tadahiko,Rothenberg,Quality Management,1997-04-11,9999-01-01
441930,Augustine,Fargier,Production,1999-12-11,9999-01-01
441932,Shir,Tyugu,Development,1998-06-20,9999-01-01
441936,Mitchel,Dolinsky,Quality Management,1995-02-11,9999-01-01
441939,Jayson,Hennings,Development,1996-10-02,9999-01-01
441940,Apostol,Pardalos,Human Resources,1995-04-14,9999-01-01
441945,Emdad,Lorys,Marketing,1995-05-23,9999-01-01
441948,Josyula,Greibach,Research,1993-04-15,9999-01-01
441950,Maha,Lanphier,Development,2000-01-20,9999-01-01
441955,Sudhanshu,Sommer,Sales,1987-05-16,9999-01-01
441963,Shem,Vadhan,Human Resources,1991-07-28,9999-01-01
441970,Duangkaew,Puppe,Production,1986-09-14,9999-01-01
441973,Hatsukazu,Egerstedt,Production,1987-09-29,9999-01-01
441982,Subhash,Nicolson,Finance,1997-08-16,9999-01-01
441983,Yishai,Coorg,Production,1992-08-21,9999-01-01
441985,Xumin,Velardi,Production,1993-10-09,9999-01-01
441998,Aram,Hasenauer,Marketing,1992-10-02,9999-01-01
442008,Fen,Schach,Sales,1999-03-03,9999-01-01
442014,Radhakrishnan,Gajiwala,Development,1997-07-17,9999-01-01
442016,Yuping,Breugel,Finance,1986-09-06,9999-01-01
442021,Rance,Bala,Research,1999-01-17,9999-01-01
442025,Herb,Demeyer,Development,1998-04-27,9999-01-01
442037,Christfried,Peek,Production,1994-07-03,9999-01-01
442039,Nathalie,Hemaspaandra,Production,1991-12-19,9999-01-01
442040,Siddarth,Kalefeld,Sales,1992-10-05,9999-01-01
442042,Jungsoon,Shackel,Marketing,1991-06-08,9999-01-01
442044,Gift,Vural,Development,1998-01-01,9999-01-01
442048,Shigeu,Stassinopoulos,Production,1992-10-12,9999-01-01
442049,Chuanti,Rando,Sales,1997-11-17,9999-01-01
442054,Sachar,Vendrig,Research,1998-10-30,9999-01-01
442063,Jaihie,Moehrke,Development,1990-05-29,9999-01-01
442077,Sumant,Foote,Marketing,1996-09-09,9999-01-01
442078,Vishv,Georg,Quality Management,1992-12-26,9999-01-01
442080,Vidya,Jording,Quality Management,1989-07-31,9999-01-01
442083,Shridhar,Perly,Quality Management,2000-06-21,9999-01-01
442085,Jeong,Peha,Sales,1987-01-27,9999-01-01
442089,Kien,Veeraraghavan,Development,1997-12-06,9999-01-01
442093,Arvind,Weisert,Development,1985-08-20,9999-01-01
442101,Martial,Vesel,Production,1996-05-08,9999-01-01
442104,Nathan,Peak,Marketing,1989-06-11,9999-01-01
442114,Ibibia,Mandell,Marketing,1985-03-17,9999-01-01
442116,Bilhanan,Steenbeek,Development,1992-04-09,9999-01-01
442124,Radoslaw,Wrigley,Production,1997-08-02,9999-01-01
442126,Cordelia,Encarnacion,Production,1992-02-14,9999-01-01
442131,Mark,Dredge,Customer Service,1992-03-02,9999-01-01
442132,Faiza,Nitto,Development,1995-01-16,9999-01-01
442133,Bernd,Angel,Sales,1993-07-28,9999-01-01
442141,Eben,Serot,Research,1988-12-05,9999-01-01
442147,Sajjan,Ibel,Marketing,1991-12-21,9999-01-01
442149,Utpal,Bodoff,Sales,1994-10-25,9999-01-01
442157,Youngkon,Nannarelli,Research,1991-04-27,9999-01-01
442160,Xudong,Schlegelmilch,Research,1994-11-10,9999-01-01
442161,Kauko,Condotta,Production,1990-01-20,9999-01-01
442162,Tadahiro,Claffy,Sales,1994-05-18,9999-01-01
442164,Jixiang,Rouquie,Sales,1993-02-27,9999-01-01
442167,Mohamadou,Vigier,Development,1996-03-14,9999-01-01
442172,Subir,Murtafg,Production,1993-08-11,9999-01-01
442178,Saddek,Bednarek,Sales,1995-11-13,9999-01-01
442183,Chriss,Cullers,Research,1993-05-20,9999-01-01
442188,Lucian,Rahier,Sales,1995-09-06,9999-01-01
442195,Gianluca,Brickell,Finance,1996-12-02,9999-01-01
442196,Muzhong,Hegner,Development,1987-06-26,9999-01-01
442203,DeForest,Biron,Production,1993-02-14,9999-01-01
442205,Sarita,Hambrick,Production,1996-03-12,9999-01-01
442209,Shaunak,Solares,Production,2001-03-27,9999-01-01
442213,Masali,Hoogerwoord,Research,1986-03-06,9999-01-01
442218,Yechezkel,Krichel,Production,1998-09-03,9999-01-01
442223,Thodoros,Cappelli,Research,1992-05-11,9999-01-01
442225,Duangkaew,Denti,Finance,1994-02-06,9999-01-01
442230,Anestis,Edelhoff,Production,1996-05-08,9999-01-01
442233,Lene,Azuma,Research,1986-03-31,9999-01-01
442235,Avishai,Angelov,Quality Management,1996-09-09,9999-01-01
442237,Aiichiro,Lunt,Research,1995-02-17,9999-01-01
442243,Yishai,Syrzycki,Quality Management,1986-11-30,9999-01-01
442246,Richara,Linares,Development,1993-12-07,9999-01-01
442260,Kayoko,Tokunaga,Development,1988-04-23,9999-01-01
442265,Christophe,Navazio,Research,1985-02-09,9999-01-01
442271,Chinho,Speer,Customer Service,1987-06-27,9999-01-01
442273,Atreye,Mamelak,Production,1997-02-24,9999-01-01
442275,Eric,Kropf,Development,1990-11-10,9999-01-01
