emp_no,first_name,last_name,birth_date,from_date,to_date,dept_name
411070,Otmar,Brandsma,1965-01-29,1987-05-28,9999-01-01,Development
411082,Martine,Cangellaris,1965-01-08,1992-04-28,9999-01-01,Production
411143,Goncalo,Barbanera,1965-01-08,1996-09-01,9999-01-01,Marketing
412404,Mitsuyuki,Jeansoulin,1965-01-15,1999-10-28,9999-01-01,Production
412757,Leen,Peak,1965-01-03,1999-11-20,9999-01-01,Development
413098,Hsiangchu,Taubenfeld,1965-01-26,1993-04-17,9999-01-01,Research
413205,Mototsugu,Prampolini,1965-01-09,1988-06-12,9999-01-01,Sales
413666,Remco,Duclos,1965-01-05,1988-04-18,9999-01-01,Finance
413729,Harjit,Ernst,1965-01-02,1992-04-26,9999-01-01,Development
413831,Mohamadou,Grabner,1965-01-09,1991-11-25,9999-01-01,Customer Service
413832,Marco,Jahnichen,1965-01-24,1995-03-28,9999-01-01,Human Resources
414027,Tadanori,Msuda,1965-01-31,1993-02-20,9999-01-01,Customer Service
414091,Wuxu,Kuhnemann,1965-01-17,1997-08-19,9999-01-01,Development
414543,Bernd,Anick,1965-01-03,1988-11-19,9999-01-01,Production
414551,Elliott,Copas,1965-01-22,1994-09-13,9999-01-01,Development
414662,Ipke,Schneeberger,1965-01-21,1985-09-20,9999-01-01,Development
414714,Chinho,Delgrande,1965-01-06,1996-11-07,9999-01-01,Research
414814,Dayanand,Wielonsky,1965-01-28,1999-02-28,9999-01-01,Development
414897,Juyoung,Willoner,1965-01-17,1989-11-03,9999-01-01,Sales
415187,Juyoung,Peltason,1965-01-03,1998-09-01,9999-01-01,Production
415338,Shigeo,Emmart,1965-01-22,1995-12-24,9999-01-01,Production
415363,Conal,Shackell,1965-01-19,1995-02-23,9999-01-01,Marketing
415563,Mrinalini,Bierbaum,1965-01-21,1986-03-12,9999-01-01,Development
416074,Alain,Lieberherr,1965-01-08,1987-05-11,9999-01-01,Development
416383,Nectarios,Itschner,1965-01-29,1990-03-02,9999-01-01,Development
416420,Adamantios,Heemskerk,1965-01-22,1986-08-08,9999-01-01,Sales
416492,Kannan,Meriste,1965-01-15,1992-08-12,9999-01-01,Development
416660,Nathalie,Luke,1965-01-28,1987-09-16,9999-01-01,Development
416720,Tokuyasu,Xiaoshan,1965-01-14,1991-09-19,9999-01-01,Production
416877,Gio,Orsini,1965-01-02,1988-12-07,9999-01-01,Marketing
416892,Shooichi,Vandervoorde,1965-01-03,1996-08-16,9999-01-01,Production
417435,Bouchung,Zaumen,1965-01-03,1999-01-29,9999-01-01,Sales
418239,Josyula,Motley,1965-01-03,1996-03-26,9999-01-01,Production
418247,Oscar,Oppitz,1965-01-08,2002-07-27,9999-01-01,Marketing
418298,Arvin,Pusterhofer,1965-01-08,1995-03-02,9999-01-01,Production
418309,Danel,Petereit,1965-01-24,1985-02-21,9999-01-01,Production
418380,Kazuhiko,Gornas,1965-01-02,1993-05-20,9999-01-01,Production
418566,Kazuhide,Snedden,1965-01-27,1996-06-14,9999-01-01,Production
418606,Michaela,Otillio,1965-01-11,1994-01-05,9999-01-01,Production
418717,Arunachalam,Magliocco,1965-01-20,1987-12-23,9999-01-01,Sales
418860,Ymte,Dalton,1965-02-01,1992-11-22,9999-01-01,Marketing
419099,Heon,Broomell,1965-01-15,1998-05-06,9999-01-01,Sales
419953,Ung,Orlowski,1965-01-29,1991-07-22,9999-01-01,Marketing
420086,Susuma,Kitsuregawa,1965-01-27,1985-05-28,9999-01-01,Development
420476,Mariangiola,Bolsens,1965-01-28,1985-06-15,9999-01-01,Customer Service
420557,Mabhin,Eastman,1965-01-06,1989-08-02,9999-01-01,Sales
420694,Frazer,Barbanera,1965-01-19,1986-11-04,9999-01-01,Research
420732,Willard,Morrin,1965-01-06,1996-05-27,9999-01-01,Marketing
420759,Raimond,Solovay,1965-01-04,1997-10-03,9999-01-01,Sales
420765,Shawna,Krider,1965-01-17,1990-03-09,9999-01-01,Sales
420877,Khosrow,Erez,1965-01-29,1990-02-11,9999-01-01,Finance
421022,Shigeaki,Butner,1965-01-26,1996-07-13,9999-01-01,Sales
421033,Garnik,Randt,1965-01-14,1989-12-23,9999-01-01,Sales
421074,Zhaofang,Falster,1965-01-07,1994-06-29,9999-01-01,Sales
421312,Mariangiola,Bashian,1965-01-13,1999-09-18,9999-01-01,Development
421384,Renny,Bednarek,1965-01-02,1987-06-01,9999-01-01,Human Resources
421755,Shichao,Thiria,1965-01-03,1989-01-11,9999-01-01,Production
422146,Kenton,Miara,1965-01-08,2002-03-13,9999-01-01,Research
422783,Jagoda,Uhrig,1965-01-18,1995-09-01,9999-01-01,Production
423038,Takushi,Strehl,1965-01-20,1988-10-04,9999-01-01,Sales
423204,Uma,Stranks,1965-01-08,1991-09-13,9999-01-01,Sales
423208,Joydip,Krone,1965-01-19,1995-02-08,9999-01-01,Development
423214,Tsutomu,Tetzlaff,1965-01-31,1987-09-24,9999-01-01,Finance
423327,Constantijn,Lichtman,1965-01-27,1994-06-26,9999-01-01,Sales
423350,Heping,Monarch,1965-01-04,1988-04-15,9999-01-01,Sales
423633,Mariusz,Tokunaga,1965-01-30,1985-02-11,9999-01-01,Development
423993,Seshu,Kolvik,1965-01-01,1988-12-09,9999-01-01,Development
424569,Danco,Luff,1965-01-14,1997-10-30,9999-01-01,Development
424584,Kagan,Dredge,1965-02-01,1994-02-26,9999-01-01,Development
424685,Changho,Veevers,1965-01-10,1997-03-03,9999-01-01,Finance
424797,Theron,Itschner,1965-01-19,1985-05-16,9999-01-01,Sales
424805,Jacqueline,Zallocco,1965-01-24,1987-12-17,9999-01-01,Sales
424930,Xuejun,Reeker,1965-01-19,1988-11-18,9999-01-01,Human Resources
424984,Vasilis,Waleschkowski,1965-01-11,1996-05-26,9999-01-01,Development
425437,Moni,Staudhammer,1965-01-03,1999-03-23,9999-01-01,Development
425535,Alagu,Vieri,1965-01-18,1986-08-23,9999-01-01,Marketing
425540,Paddy,Zumaque,1965-01-03,1995-11-12,9999-01-01,Finance
425757,Yongdong,Jiang,1965-01-18,1995-01-31,9999-01-01,Production
425780,Paris,Range,1965-01-15,1989-10-25,9999-01-01,Sales
425830,Guther,Conia,1965-01-30,1999-02-13,9999-01-01,Development
425875,Jahangir,Kroft,1965-01-19,1990-06-11,9999-01-01,Sales
426153,Shahaf,Luce,1965-01-16,1999-04-06,9999-01-01,Sales
426168,Kaijung,Mateescu,1965-01-10,1987-11-18,9999-01-01,Finance
426228,Supot,Badache,1965-01-17,1996-08-17,9999-01-01,Development
426235,Danco,Rajala,1965-01-31,1991-03-29,9999-01-01,Human Resources
426644,Zejun,Broomell,1965-01-13,1995-01-19,9999-01-01,Production
426706,Karsten,Kawashima,1965-01-07,1994-03-15,9999-01-01,Production
426795,Huican,Lunn,1965-01-07,1986-07-23,9999-01-01,Customer Service
426818,Gaurav,Fendler,1965-01-21,1992-02-15,9999-01-01,Customer Service
426819,Sandeepan,Kulisch,1965-01-13,1997-05-16,9999-01-01,Production
426824,Gopalakrishnan,Mawatari,1965-01-25,1997-12-07,9999-01-01,Customer Service
426958,Weijing,Viele,1965-01-19,1985-10-03,9999-01-01,Production
427313,Utpal,Kemmerer,1965-01-31,1986-12-04,9999-01-01,Research
427320,Mamdouh,Ramamoorthy,1965-01-13,2000-01-13,9999-01-01,Development
427332,Feiyu,Hemaspaandra,1965-01-20,1995-06-04,9999-01-01,Customer Service
427571,Torsten,Ranta,1965-01-20,1995-07-03,9999-01-01,Research
427776,Jaques,Navazio,1965-01-25,1989-04-04,9999-01-01,Finance
427805,Haldun,Compeau,1965-01-21,1997-10-15,9999-01-01,Finance
427823,Jaques,Gecsei,1965-01-18,1999-07-13,9999-01-01,Customer Service
427852,Adil,Kieras,1965-01-02,1992-07-20,9999-01-01,Production
428082,Ronghao,Alpin,1965-01-09,1991-09-11,9999-01-01,Human Resources
428160,Jamaludin,Kalorkoti,1965-01-12,1998-09-06,9999-01-01,Marketing
428195,Hatsukazu,Rosca,1965-01-11,1993-08-02,9999-01-01,Human Resources
428219,Ghassan,Androutsos,1965-01-21,1987-12-26,9999-01-01,Sales
428917,Theron,Billawala,1965-01-23,1989-02-17,9999-01-01,Development
429087,Hugh,Senzako,1965-01-27,1992-10-15,9999-01-01,Quality Management
429231,Kazuyasu,Schmiedel,1965-01-09,1985-09-07,9999-01-01,Sales
429238,Mona,Luck,1965-01-29,1989-05-11,9999-01-01,Sales
429249,Alassane,Wolniewicz,1965-01-28,1993-11-09,9999-01-01,Research
429316,Seshu,Hiraishi,1965-01-08,1994-08-10,9999-01-01,Finance
429381,Limsoon,Roohalamini,1965-01-06,1986-11-26,9999-01-01,Sales
429481,Subhada,Emmerich,1965-01-09,1996-03-06,9999-01-01,Development
429520,Yongqiao,Francisci,1965-01-06,1999-12-01,9999-01-01,Quality Management
429532,Bartek,Vendrig,1965-01-25,1992-06-06,9999-01-01,Customer Service
429569,Fumiya,Chappelet,1965-01-03,1992-09-03,9999-01-01,Development
429703,Ung,Honglei,1965-01-06,1986-09-02,9999-01-01,Human Resources
429899,Ranan,Marsiglia,1965-01-30,1999-08-13,9999-01-01,Marketing
429954,Renny,Gladwell,1965-01-26,1999-02-27,9999-01-01,Sales
430054,Erzsebet,Setiz,1965-01-22,1993-06-10,9999-01-01,Development
430558,Xiong,Roisin,1965-01-07,1988-03-01,9999-01-01,Quality Management
430593,Janalee,Lanzelotte,1965-01-19,1997-12-01,9999-01-01,Customer Service
430631,Kersti,Marsiglia,1965-01-17,1994-02-19,9999-01-01,Development
430891,Khalil,Gien,1965-01-06,1991-08-06,9999-01-01,Production
431576,Masamitsu,Back,1965-01-06,1993-04-12,9999-01-01,Human Resources
431657,Visit,Thiran,1965-01-31,1986-11-14,9999-01-01,Development
431882,Hideo,Varman,1965-01-21,1997-06-19,9999-01-01,Development
431887,Poorav,Ranst,1965-01-05,1996-06-01,9999-01-01,Development
432031,Adamantios,Matzat,1965-01-11,1987-03-01,9999-01-01,Sales
432034,Arfst,Uehara,1965-01-24,1994-07-10,9999-01-01,Marketing
432121,Alair,Straney,1965-01-06,1986-11-15,9999-01-01,Customer Service
432257,Kwangjo,Hiltgen,1965-01-20,1998-12-22,9999-01-01,Production
432261,Arve,Bergere,1965-01-30,1987-07-28,9999-01-01,Development
432399,Nitsan,Nollmann,1965-01-19,1993-09-29,9999-01-01,Customer Service
432523,Takahiro,Maquelin,1965-01-21,1997-07-21,9999-01-01,Development
432665,Flemming,Driscoll,1965-01-02,1994-05-28,9999-01-01,Development
432787,Toshiko,Ibel,1965-01-16,1996-11-23,9999-01-01,Development
432956,Qunsheng,Birrer,1965-01-25,1986-05-13,9999-01-01,Marketing
433059,Bojan,Montresor,1965-01-02,1995-02-04,9999-01-01,Sales
433157,Tomofumi,Serna,1965-01-16,1999-10-23,9999-01-01,Sales
433260,Make,Olivero,1965-02-01,1991-06-01,9999-01-01,Quality Management
433438,Keiichiro,Miyakawa,1965-01-06,1993-09-12,9999-01-01,Research
434845,Takushi,Skogmar,1965-01-11,1985-06-07,9999-01-01,Sales
434936,Sahrah,Rosis,1965-01-15,1994-06-24,9999-01-01,Development
435042,Brigham,Borstler,1965-01-10,1995-10-09,9999-01-01,Sales
435060,Moie,Lieblein,1965-01-16,1996-07-12,9999-01-01,Sales
435181,Kazuhide,Fiutem,1965-01-16,1992-05-10,9999-01-01,Marketing
435289,Feixiong,Schurmann,1965-01-04,1987-02-15,9999-01-01,Marketing
435305,Berthier,Pramanik,1965-01-21,1993-01-23,9999-01-01,Sales
435370,Conal,Basart,1965-01-16,1991-05-17,9999-01-01,Sales
435588,Genta,Pepe,1965-01-29,1994-04-12,9999-01-01,Human Resources
435602,Dietrich,Kranzdorf,1965-01-29,1992-10-04,9999-01-01,Sales
435774,Olivera,Bharadwaj,1965-01-09,1992-04-01,9999-01-01,Sales
435791,Hercules,Speer,1965-01-07,1994-03-07,9999-01-01,Quality Management
436558,Subir,Greibach,1965-01-08,1992-05-24,9999-01-01,Development
436797,Ohad,Henders,1965-01-24,1990-11-03,9999-01-01,Finance
436827,Wojceich,Limongiello,1965-01-30,1988-03-10,9999-01-01,Human Resources
436915,Feixiong,Haraldson,1965-01-13,1998-10-11,9999-01-01,Research
437276,Dines,DeMori,1965-01-17,1987-12-07,9999-01-01,Finance
437369,Kazuhide,Biran,1965-02-01,1995-01-25,9999-01-01,Sales
437395,Sumant,Thambidurai,1965-01-21,1996-08-24,9999-01-01,Marketing
437724,Erez,Luft,1965-01-17,1994-12-14,9999-01-01,Human Resources
437870,Kerhong,Lorho,1965-01-07,2001-03-17,9999-01-01,Development
438038,Lena,Giaccio,1965-01-01,2001-10-03,9999-01-01,Marketing
438264,Rasikan,Barreiro,1965-01-19,1991-09-27,9999-01-01,Customer Service
438557,Lidong,Swist,1965-01-30,1999-09-16,9999-01-01,Development
439377,Mari,Plessier,1965-01-28,1997-07-04,9999-01-01,Development
439905,Kousuke,Levasseur,1965-01-03,1990-03-16,9999-01-01,Customer Service
439924,Gunilla,Kisuki,1965-01-30,1994-08-14,9999-01-01,Finance
440325,Douadi,Sullins,1965-01-10,1999-09-25,9999-01-01,Sales
440435,Sandeepan,Rosti,1965-01-03,1991-11-26,9999-01-01,Development
440450,Tzvetan,Scharstein,1965-01-16,1994-06-16,9999-01-01,Human Resources
440642,Snehasis,Kalsbeek,1965-01-14,1988-01-06,9999-01-01,Sales
440870,Filipp,Hasham,1965-01-01,1996-10-14,9999-01-01,Customer Service
440937,Fabrizio,Usery,1965-01-18,1992-10-13,9999-01-01,Research
441197,Miquel,Legleitner,1965-01-18,1985-06-28,9999-01-01,Sales
441536,Chinho,Collette,1965-01-10,1995-10-09,9999-01-01,Production
441954,Leszek,Marchegay,1965-01-03,1999-06-13,9999-01-01,Production
441965,Claudi,Heijenga,1965-01-12,1988-08-30,9999-01-01,Research
442002,Ravishankar,Baig,1965-01-03,1992-03-17,9999-01-01,Sales
442096,Martijn,DiGiano,1965-01-15,1990-06-15,9999-01-01,Production
442312,Zengping,Cusworth,1965-01-05,1991-06-07,9999-01-01,Production
442490,Navid,Luke,1965-01-08,1994-10-17,9999-01-01,Production
442653,Mona,Hebden,1965-01-04,1995-10-20,9999-01-01,Development
442700,Siddarth,Masada,1965-01-06,1997-08-11,9999-01-01,Research
442898,Aksel,Gire,1965-01-07,1999-06-27,9999-01-01,Production
443108,Christfried,Atrawala,1965-01-14,1998-11-29,9999-01-01,Human Resources
443485,Marke,Klerer,1965-01-23,1990-04-14,9999-01-01,Research
443841,Shaw,Kading,1965-01-08,1992-07-16,9999-01-01,Sales
443873,Vatsa,Ramsay,1965-01-20,2000-06-16,9999-01-01,Sales
444070,Heping,Skrikant,1965-01-15,1990-11-27,9999-01-01,Customer Service
444099,Kousuke,Worfolk,1965-01-28,1988-03-22,9999-01-01,Sales
444208,Irena,Cesareni,1965-01-27,1985-10-30,9999-01-01,Sales
444465,Prasadram,Bultermann,1965-01-13,1998-10-25,9999-01-01,Production
444487,Udi,Rullman,1965-01-03,1994-04-09,9999-01-01,Development
444643,Berna,Schonegge,1965-01-18,1998-06-28,9999-01-01,Research
445067,Eldridge,Kawashima,1965-01-28,1990-02-27,9999-01-01,Quality Management
445152,Heping,Peac,1965-01-09,1985-03-20,9999-01-01,Research
445226,Oscar,Baumann,1965-01-01,1987-01-22,9999-01-01,Production
445570,Van,Nations,1965-01-25,1986-08-11,9999-01-01,Development
445723,Gaurav,Roison,1965-01-31,1991-07-12,9999-01-01,Production
445941,Masako,Dechter,1965-01-11,1985-09-25,9999-01-01,Production
445950,Ebru,Valtorta,1965-01-23,1992-12-09,9999-01-01,Quality Management
446121,Fay,Cochrane,1965-01-11,1999-12-13,9999-01-01,Sales
446306,Hercules,Kabayashi,1965-01-22,1991-06-10,9999-01-01,Production
446424,DAIDA,Nooteboom,1965-01-16,1985-11-24,9999-01-01,Development
446897,Takahiro,Dalton,1965-01-22,1992-09-30,9999-01-01,Production
446959,Aram,Passino,1965-01-29,1995-01-28,9999-01-01,Development
447018,Dannz,Miara,1965-01-17,1992-12-04,9999-01-01,Production
447135,Gennady,Rouquie,1965-01-31,1989-08-24,9999-01-01,Human Resources
447232,Aleksander,Schaaf,1965-01-22,2000-01-10,9999-01-01,Customer Service
447376,Kirk,Zongker,1965-01-07,1999-12-10,9999-01-01,Research
447544,Stabislas,Kakkad,1965-01-22,1989-02-19,9999-01-01,Sales
447613,Paris,Restivo,1965-01-15,1986-11-21,9999-01-01,Development
447877,Make,Heuser,1965-01-13,1988-07-02,9999-01-01,Quality Management
447931,Martijn,Jeong,1965-01-11,1990-12-14,9999-01-01,Sales
447966,Kamakshi,Hebert,1965-01-05,1997-01-17,9999-01-01,Production
447982,Shiv,Baezner,1965-01-25,1990-12-17,9999-01-01,Production
447999,Shiv,Vilarrasa,1965-01-05,1990-08-01,9999-01-01,Development
448769,Mong,Dichev,1965-01-18,1997-10-11,9999-01-01,Production
448900,Mart,Talmor,1965-01-16,1999-05-11,9999-01-01,Sales
448918,Chiradeep,Arlazarov,1965-01-23,1989-10-06,9999-01-01,Production
448994,Haldun,Syang,1965-01-12,1997-02-11,9999-01-01,Finance
449189,Jahangir,Bernatsky,1965-01-30,1995-09-30,9999-01-01,Sales
449815,Fumitaka,Quittner,1965-01-27,1988-04-20,9999-01-01,Research
449984,Hinrich,Perin,1965-02-01,1985-11-20,9999-01-01,Development
450184,Selwyn,Henseler,1965-01-11,1993-03-09,9999-01-01,Development
450255,Udo,Waymire,1965-01-31,1986-06-14,9999-01-01,Development
450309,Gill,Orlowska,1965-01-08,1986-12-25,9999-01-01,Quality Management
450475,Saeed,Bahl,1965-01-21,1991-01-29,9999-01-01,Finance
450817,DAIDA,Frolund,1965-01-10,1987-07-17,9999-01-01,Quality Management
450888,Sedat,Rande,1965-01-03,1995-03-25,9999-01-01,Sales
450934,Chanjung,Raoux,1965-01-23,1992-05-25,9999-01-01,Production
450936,Yuriy,Ponthieu,1965-01-18,1991-12-11,9999-01-01,Finance
451253,Jaihie,Ozeri,1965-01-15,1991-06-21,9999-01-01,Sales
451272,Jacopo,Krohm,1965-01-02,1991-04-24,9999-01-01,Development
451275,Bedrich,Isard,1965-01-25,1986-06-07,9999-01-01,Research
451333,Radhika,Bonifati,1965-01-15,1995-03-11,9999-01-01,Human Resources
452137,Subir,Miake,1965-01-15,1999-01-09,9999-01-01,Customer Service
452206,Arra,Esposito,1965-01-22,1994-11-03,9999-01-01,Sales
452325,Taiji,Berstel,1965-01-14,1996-12-02,9999-01-01,Development
452347,Shigeichiro,Brattka,1965-01-07,1996-07-13,9999-01-01,Sales
452365,Fei,Gadepally,1965-01-05,1988-11-13,9999-01-01,Development
452956,Gou,Thombley,1965-01-17,1990-11-07,9999-01-01,Customer Service
452957,Alair,Nanard,1965-01-03,1996-02-10,9999-01-01,Sales
452982,Lobel,Aloia,1965-01-29,1994-12-29,9999-01-01,Marketing
453070,Aran,Rosenbaum,1965-01-06,1991-04-25,9999-01-01,Human Resources
453154,Gao,Lally,1965-01-03,1996-03-01,9999-01-01,Customer Service
453644,Berni,Takkinen,1965-01-07,1992-06-08,9999-01-01,Marketing
453688,Chinya,Leslie,1965-01-24,1995-10-28,9999-01-01,Quality Management
453723,Arne,Kohling,1965-01-15,1985-12-13,9999-01-01,Production
453760,Ewing,Rajala,1965-01-13,1996-06-21,9999-01-01,Customer Service
453790,Fai,Keirsey,1965-01-11,1994-10-12,9999-01-01,Development
453913,Stein,Perng,1965-01-23,1993-04-29,9999-01-01,Marketing
454338,Mohammed,Georg,1965-01-24,1998-08-03,9999-01-01,Quality Management
454378,Gina,Ossenbruggen,1965-01-06,1998-01-03,9999-01-01,Production
454736,Nechama,Ermel,1965-01-24,1995-06-05,9999-01-01,Development
454791,Xiaoqiu,Pietracaprina,1965-01-22,1994-07-09,9999-01-01,Production
454825,Kamakshi,Schusler,1965-01-02,1995-05-25,9999-01-01,Production
454994,Mohan,Picht,1965-01-01,1991-02-24,9999-01-01,Production
455175,Soenke,Zaumen,1965-01-14,1992-02-22,9999-01-01,Marketing
455284,Luisa,Baig,1965-01-09,1996-07-12,9999-01-01,Quality Management
455726,Qiwen,Kriebel,1965-01-08,1987-12-13,9999-01-01,Sales
455814,Giao,DuCasse,1965-01-28,1991-07-19,9999-01-01,Production
455914,Peer,Angelopoulos,1965-01-01,1989-07-23,9999-01-01,Development
456767,Tetsurou,Schreiter,1965-01-24,1987-07-17,9999-01-01,Sales
456982,Shounak,Dratva,1965-01-07,1989-01-05,9999-01-01,Development
457070,Gay,Plavsic,1965-01-25,1987-08-06,9999-01-01,Human Resources
457146,Jinpo,Heyers,1965-01-20,1999-01-07,9999-01-01,Research
457305,Sorina,Lakshmanan,1965-01-15,1994-09-03,9999-01-01,Sales
457337,Xumin,Beidas,1965-01-31,1995-04-27,9999-01-01,Quality Management
457411,Xudong,Peck,1965-01-13,1988-04-18,9999-01-01,Development
457489,Berna,Ranst,1965-01-24,1985-05-14,9999-01-01,Production
457611,Indrajit,Krogh,1965-01-09,1998-09-18,9999-01-01,Development
457776,Florian,Siepmann,1965-01-15,1987-12-21,9999-01-01,Production
457813,Foong,Gargeya,1965-01-28,1992-01-24,9999-01-01,Production
457832,Jackson,Zielinski,1965-02-01,1997-09-12,9999-01-01,Development
457938,Arch,Picco,1965-01-14,1997-10-22,9999-01-01,Customer Service
458111,Florian,Tramer,1965-01-23,1999-11-07,9999-01-01,Production
458134,Thanasis,Standera,1965-01-11,1985-03-20,9999-01-01,Human Resources
458191,George,Atchley,1965-01-28,1997-07-02,9999-01-01,Research
458383,Mabhin,Foote,1965-01-06,1999-04-23,9999-01-01,Development
458726,Shahaf,Kitai,1965-01-13,1986-12-26,9999-01-01,Customer Service
458790,Ramya,Azadmanesh,1965-01-17,1988-11-19,9999-01-01,Production
459172,Val,Rissanen,1965-01-19,1993-11-20,9999-01-01,Development
459356,Pramod,Wendorf,1965-01-21,1998-12-25,9999-01-01,Development
459429,Mohit,Verhaegen,1965-01-14,1992-05-27,9999-01-01,Sales
459685,Hirochika,Goldhammer,1965-02-01,1998-03-12,9999-01-01,Quality Management
460131,Adly,Hambrick,1965-01-16,1997-07-25,9999-01-01,Sales
460691,Munehiko,Gihr,1965-01-16,1989-12-06,9999-01-01,Human Resources
460707,Yoshinari,Lanteri,1965-01-07,1996-12-25,9999-01-01,Development
460920,Remzi,Mitzlaff,1965-01-22,1986-04-06,9999-01-01,Sales
461120,Shietung,Gelosh,1965-01-18,2001-04-01,9999-01-01,Research
461270,Mrinalini,Mawatari,1965-01-10,1996-01-03,9999-01-01,Sales
461801,Sumali,Cooman,1965-01-03,1993-04-18,9999-01-01,Customer Service
462493,Paloma,Gerlach,1965-01-12,1988-07-26,9999-01-01,Quality Management
462795,Somnath,Cummings,1965-01-05,1994-07-10,9999-01-01,Research
463023,Itzchak,Penn,1965-01-06,1999-01-21,9999-01-01,Marketing
463099,Jinxi,Schmiedel,1965-01-15,1990-09-21,9999-01-01,Finance
463212,Ramya,Rossi,1965-01-09,2001-09-02,9999-01-01,Quality Management
463472,Jaber,Sethi,1965-01-11,2000-06-11,9999-01-01,Customer Service
463495,Alenka,Barriga,1965-01-28,1988-05-06,9999-01-01,Human Resources
464284,Huiqun,Henders,1965-01-20,1993-05-19,9999-01-01,Sales
464303,Abdelghani,Nyrup,1965-01-22,1986-08-02,9999-01-01,Customer Service
465062,Stafford,Gist,1965-01-29,1988-05-07,9999-01-01,Production
465076,Tokuyasu,Ghelli,1965-01-19,1985-05-05,9999-01-01,Production
465085,Vidar,Gunderson,1965-01-18,1996-03-18,9999-01-01,Customer Service
465409,Shahid,Varman,1965-01-30,1985-08-27,9999-01-01,Marketing
465501,Mrinalini,Gire,1965-01-05,1992-11-09,9999-01-01,Human Resources
465711,Lakshmi,Frijda,1965-01-06,1990-04-21,9999-01-01,Development
465853,Kwan,Kampfer,1965-01-01,1998-10-16,9999-01-01,Human Resources
465874,Herb,Picht,1965-01-12,1985-05-31,9999-01-01,Production
466064,Temple,Danlos,1965-01-31,1994-06-13,9999-01-01,Sales
466367,Hiroyasu,Strandh,1965-01-05,1989-06-05,9999-01-01,Customer Service
466509,Bezalel,Verhoeff,1965-01-26,1988-03-22,9999-01-01,Development
466603,Yechezkel,Nourani,1965-01-23,1991-08-01,9999-01-01,Marketing
466745,Boalin,Birsak,1965-01-26,1995-10-16,9999-01-01,Human Resources
467176,Przemyslawa,Borovoy,1965-01-05,1993-06-18,9999-01-01,Human Resources
467269,Nahum,Lambe,1965-01-18,1989-08-31,9999-01-01,Development
467392,Mariusz,Rikino,1965-01-07,1995-04-13,9999-01-01,Production
467441,Margareta,Bondorf,1965-01-13,1988-11-07,9999-01-01,Production
467591,Kiyotoshi,Hennebert,1965-01-17,2001-03-06,9999-01-01,Marketing
467886,Sivanarayana,Chandrasekhar,1965-01-02,1996-01-24,9999-01-01,Marketing
467918,Tsuneo,Skrikant,1965-01-03,1997-10-21,9999-01-01,Customer Service
468360,Huei,Saoudi,1965-01-12,1994-08-10,9999-01-01,Development
468417,Kamakshi,Huhdanpaa,1965-01-25,1993-08-26,9999-01-01,Production
468659,Ranga,Lemarechal,1965-01-18,1989-11-05,9999-01-01,Development
468773,Baziley,Brookner,1965-01-27,1993-09-22,9999-01-01,Quality Management
469104,Nadjib,Comellas,1965-01-21,1999-01-22,9999-01-01,Quality Management
469253,Baruch,Basawa,1965-01-17,1993-09-17,9999-01-01,Development
469269,Weiyi,Codenie,1965-01-23,1989-05-27,9999-01-01,Production
469366,Aiman,Wilfing,1965-01-12,1990-12-30,9999-01-01,Quality Management
469399,Hongzhu,Ruemmler,1965-01-25,2000-06-06,9999-01-01,Production
469527,Halsur,Ibel,1965-01-24,1998-03-05,9999-01-01,Research
469529,Neven,Rikino,1965-01-07,1988-10-21,9999-01-01,Quality Management
469735,Arif,Stranks,1965-01-30,1992-11-16,9999-01-01,Development
469867,Hein,Jonsson,1965-01-23,1985-02-12,9999-01-01,Research
470456,Reuven,Oehlmann,1965-01-13,1986-03-29,9999-01-01,Sales
470472,Zhiguo,Staudhammer,1965-02-01,1985-12-03,9999-01-01,Development
471397,Nigel,Zirintsis,1965-02-01,1999-07-23,9999-01-01,Research
471532,Feiyu,Decleir,1965-01-17,1998-09-13,9999-01-01,Development
471552,Basem,Lortz,1965-01-22,1997-10-25,9999-01-01,Finance
471911,Arun,Zaccaria,1965-01-14,1990-05-31,9999-01-01,Quality Management
471939,Kazuhiko,Marshall,1965-01-27,2001-06-04,9999-01-01,Production
472052,Godehard,Chinal,1965-01-26,1995-12-09,9999-01-01,Development
472143,Yahiko,Sommen,1965-01-25,1996-08-14,9999-01-01,Sales
472238,Jungsoon,Gubsky,1965-01-31,1990-10-09,9999-01-01,Production
472790,Zhenbing,Ibel,1965-01-23,1985-10-29,9999-01-01,Development
472950,Weidon,Fordan,1965-01-29,1986-03-27,9999-01-01,Production
473268,Hugo,Sgarro,1965-01-01,1992-04-24,9999-01-01,Sales
473299,Khaled,Penn,1965-01-12,1992-05-19,9999-01-01,Sales
473490,Pantung,Reeker,1965-01-06,1992-05-11,9999-01-01,Research
473940,Avishai,Majewski,1965-01-16,1998-01-10,9999-01-01,Production
474331,Sugwoo,Eugenio,1965-01-29,1994-03-02,9999-01-01,Finance
474763,Mayuko,Clouatre,1965-01-07,1997-09-04,9999-01-01,Development
474796,Zongyan,Shackel,1965-01-10,1987-08-17,9999-01-01,Customer Service
475087,Genevieve,Snedden,1965-01-31,1988-10-21,9999-01-01,Production
475258,Fumiyo,Feinberg,1965-01-10,2000-02-12,9999-01-01,Production
475538,Christophe,Leaver,1965-01-15,1998-10-31,9999-01-01,Human Resources
475938,Shigeaki,Lanteri,1965-01-14,1989-02-17,9999-01-01,Development
